case_id,party_number,victim_number,accident_year,collision_time,day_of_week,weather_1,primary_coll_factor,type_of_collision,at_fault,party_sex,party_soberiety,oaf_1,move_pre_acc,vehicle_year,vehicle_make,stwd_vehicle_type,race,road_surface,road_cond_1,lighting,point_x,point_y,victim_age,severe_injury,safety_equip_used,victim_sex,victim_seating_postion,victim_ejected
8553514,2,1,2017,1230,7,A,A,D,N,M,A,N,E,2017,DODGE,D,W,A,H,A,-118.3702001,33.97500012,45,0,GM,F,3,0
8553514,2,2,2017,1230,7,A,A,D,N,M,A,N,E,2017,DODGE,D,W,A,H,A,-118.3702001,33.97500012,15,0,GM,M,4,0
8553514,2,3,2017,1230,7,A,A,D,N,M,A,N,E,2017,DODGE,D,W,A,H,A,-118.3702001,33.97500012,70,0,GM,F,5,0
8553514,2,4,2017,1230,7,A,A,D,N,M,A,N,E,2017,DODGE,D,W,A,H,A,-118.3702001,33.97500012,15,0,GM,F,6,0
8595637,1,1,2018,1651,6,A,A,C,Y,F,B,ZZ,B,2010,TOYOTA,D,H,A,H,A,-118.0032883,34.07728958,30,0,GL,M,3,0
8595637,1,2,2018,1651,6,A,A,C,Y,F,B,ZZ,B,2010,TOYOTA,D,H,A,H,A,-118.0032883,34.07728958,25,0,GL,F,1,0
8676436,2,1,2018,1607,5,A,A,D,N,M,A,A,B,2010,CHEVROLET,D,H,A,H,A,-118.0113831,33.95104599,37,0,GL,M,1,0
8857632,2,1,2019,1131,1,A,A,D,N,M,A,N,B,1991,CHEVROLET,D,H,A,H,A,-117.749939,34.05146027,35,0,HM,M,1,0
8979006,2,1,2019,1030,2,A,A,D,N,M,A,N,B,1999,TOYOTA,D,H,A,H,A,-118.2378464,34.05451965,53,0,GL,M,1,0
8979469,1,1,2019,1557,5,A,A,D,Y,M,A,N,D,1988,TOYOTA,D,H,A,H,A,-117.9017487,34.12158203,59,0,GM,M,1,0
90610095,1,1,2017,1911,7,A,A,C,Y,F,A,N,B,2008,FORD,D,H,A,D,C,-117.9240603,34.07238446,30,0,GM,F,1,0
90610095,1,2,2017,1911,7,A,A,C,Y,F,A,N,B,2008,FORD,D,H,A,D,C,-117.9240603,34.07238446,14,0,GP,M,4,0
90697364,1,1,2018,1105,4,A,A,F,Y,M,A,N,R,2003,FORD,D,W,A,H,A,-118.1707306,34.72086334,58,0,GM,M,1,0
90771374,1,1,2018,203,7,A,A,C,Y,M,B,A,J,2003,FORD ,D,W,A,D,C,-118.5746078,34.40494919,62,0,HL,M,1,0
91098639,1,1,2019,303,1,A,A,A,Y,F,B,A,Q,2001,TOYO,D,H,A,H,C,-117.9394073,34.0725441,30,1,GL,F,1,0
91103521,2,1,2019,1540,5,A,A,C,N,M,A,N,B,2018,FORD,D,W,A,H,A,-118.3356476,34.15283203,28,0,GM,M,3,0
8373172,2,1,2017,2332,7,A,A,D,N,F,A,N,B,2007,NISSAN,D,H,A,H,C,-118.0289901,33.9519601,65,0,GM,F,1,0
8373172,2,2,2017,2332,7,A,A,D,N,F,A,N,B,2007,NISSAN,D,H,A,H,C,-118.0289901,33.9519601,30,0,GM,M,3,0
8460792,1,1,2017,1224,5,A,A,D,Y,F,A,N,E,2017,NISSAN,D,W,A,H,A,-117.71928,34.0921701,42,0,GL,F,1,0
8631304,1,1,2018,725,4,C,A,D,Y,F,A,M,B,2000,TOYOTA,D,H,B,H,A,-118.5797729,34.22457123,42,0,GM,F,1,0
8631304,1,2,2018,725,4,C,A,D,Y,F,A,M,B,2000,TOYOTA,D,H,B,H,A,-118.5797729,34.22457123,15,0,GM,F,3,0
8631304,1,3,2018,725,4,C,A,D,Y,F,A,M,B,2000,TOYOTA,D,H,B,H,A,-118.5797729,34.22457123,16,0,GM,F,6,0
8631304,1,4,2018,725,4,C,A,D,Y,F,A,M,B,2000,TOYOTA,D,H,B,H,A,-118.5797729,34.22457123,4,0,MQ,M,4,0
90415060,1,1,2017,1530,6,A,A,B,Y,M,A,N,J,1984,NISS,D,H,A,H,A,-118.2578162,33.9024115,53,0,GM,M,1,0
90679294,2,1,2018,900,1,A,A,C,N,M,A,N,B,2017,TOYOTA,D,W,A,H,A,-118.1574783,33.80941391,58,0,GM,M,1,0
90918586,2,1,2019,1458,1,A,A,C,N,F,A,N,A,2018,CHEV,D,H,A,H,A,-117.8397675,33.9966507,26,0,GM,F,1,0
90985818,1,1,2019,2320,3,A,A,C,N,M,A,N,A,1998,GMC,D,H,A,H,C,-118.269104,34.0358963,50,0,GM,M,1,0
91055989,2,1,2019,350,7,A,A,C,N,M,B,A,A,2017,FORD ,D,H,A,H,C,-117.9944382,34.06574631,24,0,GM,M,1,0
91079143,1,1,2019,1600,4,A,A,D,Y,M,A,N,F,1996,FORD,D,H,A,H,A,-118.2444382,33.960289,63,0,GM,M,1,0
91086400,1,1,2019,1555,3,A,A,C,Y,M,A,N,B,2015,FORD,D,H,A,H,A,-118.3326797,34.19543839,17,0,GL,M,3,0
91086400,2,1,2019,1555,3,A,A,C,N,M,A,N,B,2012,TOYO,D,O,A,H,A,-118.3326797,34.19543839,29,0,GL,M,1,0
8397737,2,1,2017,1140,2,A,A,C,N,M,A,N,R,2000,CHEVROLET,D,H,A,H,A,-118.405223,34.20121,34,0,GM,M,1,0
8482267,2,1,2017,915,5,A,A,D,N,F,A,N,B,2005,NISSAN,D,H,A,H,A,-118.4662,34.2030001,34,0,GM,F,1,0
8621904,1,1,2018,1649,2,A,A,D,Y,M,A,N,E,1986,NISSAN,D,H,A,H,A,-118.0642776,33.9029808,23,0,GM,M,3,0
8634878,1,1,2018,2500,6,A,A,D,Y,M,A,N,E,2018,FORD,D,W,A,H,A,-118.4487534,34.20253754,22,0,GL,M,1,0
8899379,3,1,2019,1410,1,A,A,C,N,M,G,N,A,2016,GMC,D,B,A,H,A,-118.5623322,34.25327682,52,0,BN,M,1,0
8903754,3,1,2019,1210,3,A,A,C,N,M,A,N,A,1998,FORD,D,H,A,H,A,-118.618866,34.18645096,47,0,GM,M,3,0
8910863,1,1,2019,1550,6,A,A,C,Y,M,A,N,E,1995,FORD,D,H,A,H,A,-118.1934433,33.90690994,33,0,GM,M,2,0
8910863,1,2,2019,1550,6,A,A,C,Y,M,A,N,E,1995,FORD,D,H,A,H,A,-118.1934433,33.90690994,54,0,GM,M,1,0
90396168,3,1,2017,1700,1,A,A,C,N,M,A,N,A,2003,FORD,D,W,A,H,B,-118.2552371,33.92779398,43,0,GM,M,1,0
90400940,3,1,2017,1510,3,A,A,C,N,M,A,G,A,2013,CHEV,D,W,A,H,A,-117.7354714,34.02487694,56,0,GM,M,1,0
90561704,1,1,2017,955,3,A,A,C,Y,M,A,N,B,2017,CHEV,D,H,A,H,A,-118.1391559,33.91292828,19,0,GM,M,1,0
90962521,1,1,2019,550,4,B,A,C,N,M,A,N,H,2019,TOYOTA,D,O,A,H,C,-118.3458862,34.12751007,41,0,GM,M,1,0
91114205,2,1,2019,2030,3,A,A,A,N,F,A,N,B,2019,TOYT,D,H,A,H,C,-117.9507675,33.9877739,67,0,GM,F,1,0
91114205,2,2,2019,2030,3,A,A,A,N,F,A,N,B,2019,TOYT,D,H,A,H,C,-117.9507675,33.9877739,68,0,GM,M,3,0
8316579,2,1,2017,840,3,A,A,A,N,F,A,N,B,2008,CHEVROLET,D,H,A,H,A,-118.2871401,33.98914004,45,0,GM,F,3,0
8615986,1,1,2018,1909,6,A,A,D,Y,M,A,A,I,2017,TOYOTA,D,A,A,H,C,-118.1312027,33.94787216,23,0,GL,M,1,0
8671594,1,1,2018,1845,5,A,A,C,Y,M,A,N,A,1989,CHEVROLET,D,H,A,H,A,-118.3833618,34.17934799,18,0,CM,M,3,0
8833629,1,1,2019,1835,3,B,A,A,Y,M,A,N,B,2005,NISSAN,D,H,B,H,C,-118.204361,34.03931046,22,0,GL,M,1,0
8839707,2,1,2019,624,1,A,A,D,N,F,A,N,B,2002,FORD,D,W,A,H,B,-118.1340103,34.68217087,50,0,GM,F,1,0
8850252,2,1,2019,1545,4,B,A,D,N,M,A,N,B,2007,DODGE,D,W,A,H,A,-118.1422272,34.73337936,69,0,GM,F,1,0
8857236,2,1,2019,1813,1,A,A,C,N,M,A,N,E,1995,FORD,D,H,A,H,A,-118.1896515,33.98166275,47,0,GM,M,1,0
8885148,1,1,2019,1315,6,A,A,D,Y,M,A,N,E,1998,FORD,D,H,A,H,A,-118.2959824,33.79281998,55,0,GM,M,1,0
9010912,2,1,2019,936,5,A,A,C,N,F,A,N,A,2003,CHEVROLET,D,W,A,H,A,-118.1210403,34.66041183,68,0,GM,M,1,0
90423322,1,1,2017,35,3,B,A,E,Y,M,A,N,B,2001,TOYO,D,W,B,H,C,-118.507734,34.33287719,21,0,GM,F,3,0
90509304,2,1,2017,940,1,A,A,C,N,F,A,N,B,2005,CHEV,D,H,A,H,A,-118.0368349,33.9211336,44,0,GM,F,1,0
90509304,2,2,2017,940,1,A,A,C,N,F,A,N,B,2005,CHEV,D,H,A,H,A,-118.0368349,33.9211336,14,0,GM,F,3,0
90509304,2,3,2017,940,1,A,A,C,N,F,A,N,B,2005,CHEV,D,H,A,H,A,-118.0368349,33.9211336,17,0,GM,F,4,0
90637519,2,1,2018,1308,2,C,A,E,N,M,A,N,B,2003,FRHT,D,W,B,H,A,-117.9670868,34.12372208,69,0,GM,M,1,0
90747378,1,1,2018,1700,6,A,A,F,N,F,A,N,A,1998,DODGE,D,H,A,H,A,-118.2011871,34.62366867,36,0,GL,F,1,0
90747378,1,2,2018,1700,6,A,A,F,N,F,A,N,A,1998,DODGE,D,H,A,H,A,-118.2011871,34.62366867,9,0,GP,M,6,0
90818993,1,1,2018,1630,3,A,A,C,Y,M,A,G,B,1989,TOYOTA,D,H,A,H,A,-118.0356064,34.03681564,21,0,GP,M,1,0
90852061,2,1,2018,830,4,A,A,C,N,M,A,N,H,2018,FORD,D,W,A,H,A,-118.64814,34.15519714,56,0,GM,M,1,0
90958761,1,1,2019,1115,4,A,A,C,N,M,A,N,A,2011,DODG,D,H,A,H,A,-118.2206497,34.08163834,63,0,GM,M,1,0
90991195,1,1,2019,1229,6,A,A,C,Y,M,A,N,B,2018,FORD,D,W,A,H,A,-117.8154526,34.06389999,46,0,GM,M,1,0
90991195,1,2,2019,1229,6,A,A,C,Y,M,A,N,B,2018,FORD,D,W,A,H,A,-117.8154526,34.06389999,5,0,PQ,F,4,0
90991195,1,3,2019,1229,6,A,A,C,Y,M,A,N,B,2018,FORD,D,W,A,H,A,-117.8154526,34.06389999,8,0,GP,F,6,0
91100102,1,1,2019,1155,6,A,A,E,Y,F,A,A,B,2019,CHEVY,D,H,A,H,A,-118.8600693,34.79590225,35,0,GL,F,1,0
91100102,1,2,2019,1155,6,A,A,E,Y,F,A,A,B,2019,CHEVY,D,H,A,H,A,-118.8600693,34.79590225,13,0,GM,F,4,0
91100102,1,4,2019,1155,6,A,A,E,Y,F,A,A,B,2019,CHEVY,D,H,A,H,A,-118.8600693,34.79590225,998,0,PQ,M,5,0
91104745,2,1,2019,1415,1,A,A,C,N,M,A,N,A,2008,GMC,D,H,A,H,A,-118.3909378,34.43378448,19,1,GM,M,1,0
91104745,2,2,2019,1415,1,A,A,C,N,M,A,N,A,2008,GMC,D,H,A,H,A,-118.3909378,34.43378448,18,0,GM,M,3,0
8424628,2,1,2017,1320,6,A,A,B,N,M,A,N,B,2015,FORD,D,H,A,H,A,-118.4017571,33.98603032,24,0,GM,M,3,0
8441768,2,1,2017,1315,7,A,A,D,N,F,A,N,A,2014,CHEVROLET,D,H,A,H,A,-118.1775701,33.90359011,20,0,CM,F,1,0
8458478,3,1,2017,1208,5,A,A,D,N,M,A,N,B,1998,TOYOTA,D,W,A,H,A,-118.54474,34.18658011,67,0,GL,M,1,0
8458478,3,2,2017,1208,5,A,A,D,N,M,A,N,B,1998,TOYOTA,D,W,A,H,A,-118.54474,34.18658011,50,0,GL,F,9,0
8750837,2,1,2018,1325,6,A,A,D,N,M,A,N,B,2011,FORD,D,W,A,H,A,-118.5023499,34.25627899,46,0,GM,M,1,0
90585657,2,1,2017,1338,1,A,A,C,N,F,A,N,A,1999,FORD,D,W,A,H,A,-118.472907,34.2397912,67,0,GM,F,1,0
90585657,2,2,2017,1338,1,A,A,C,N,F,A,N,A,1999,FORD,D,W,A,H,A,-118.472907,34.2397912,74,0,GM,M,3,0
90595082,2,1,2017,1357,1,B,A,C,N,M,A,N,H,1999,TOYO,D,H,A,H,A,-118.4743411,34.18925063,55,0,GL,M,1,0
91001520,1,1,2019,1835,6,B,A,F,Y,M,A,N,R,2006,CHEV,D,H,A,H,A,-117.874649,34.12084961,11,0,HP,F,4,0
91001520,1,2,2019,1835,6,B,A,F,Y,M,A,N,R,2006,CHEV,D,H,A,H,A,-117.874649,34.12084961,33,0,GM,F,3,0
91088475,2,1,2019,800,2,A,A,C,N,F,A,N,H,2016,CHEV,D,W,A,H,A,-118.4739914,34.39187241,53,0,GM,F,1,0
91105043,2,1,2019,1915,2,A,A,C,N,F,A,N,B,2018,FORD,D,H,A,H,C,-118.0892029,33.95459747,35,0,GM,F,1,0
91105043,2,2,2019,1915,2,A,A,C,N,F,A,N,B,2018,FORD,D,H,A,H,C,-118.0892029,33.95459747,15,0,GM,M,3,0
91123717,2,1,2019,1600,6,A,A,B,N,M,A,N,B,2016,RAM,D,H,A,H,A,-118.2227173,34.49928665,40,0,GM,M,1,0
8385773,3,1,2017,1630,5,A,A,C,N,M,A,N,A,1988,NISSAN,D,H,A,H,A,-118.1676273,33.80815967,40,0,GM,M,1,0
8395556,1,1,2017,1630,1,A,A,C,Y,M,B,A,H,2015,GMC,D,O,A,H,A,-118.2379639,34.1047398,25,0,GM,M,1,0
8482286,1,1,2017,2000,4,A,A,C,Y,M,A,N,B,2008,GMC,D,A,A,H,C,-118.34161,34.08346,64,0,GL,F,3,0
8482286,1,2,2017,2000,4,A,A,C,Y,M,A,N,B,2008,GMC,D,A,A,H,C,-118.34161,34.08346,30,0,GL,M,4,0
8482286,1,3,2017,2000,4,A,A,C,Y,M,A,N,B,2008,GMC,D,A,A,H,C,-118.34161,34.08346,4,0,MQ,M,5,0
8482286,1,4,2017,2000,4,A,A,C,Y,M,A,N,B,2008,GMC,D,A,A,H,C,-118.34161,34.08346,31,0,GM,F,6,0
8493634,2,1,2017,1150,1,B,A,A,N,M,A,N,E,2007,FORD,D,H,A,H,A,-118.4487401,34.18667005,40,0,GM,M,3,0
8599220,2,1,2018,1315,5,A,A,C,N,M,A,N,A,2002,CHEVROLET,D,H,A,H,A,-118.5095596,34.20121765,45,0,GM,M,1,0
8701247,2,1,2018,2050,1,A,A,A,N,M,A,N,B,2006,DODGE,D,W,A,H,C,-118.562233,34.1974411,38,0,GL,M,1,0
8747792,2,1,2018,1540,1,A,A,C,N,M,A,N,A,2002,FORD,D,H,A,H,A,-118.207222,34.04774094,37,0,GM,M,1,0
8747792,2,2,2018,1540,1,A,A,C,N,M,A,N,A,2002,FORD,D,H,A,H,A,-118.207222,34.04774094,32,1,GM,F,3,0
8747792,2,3,2018,1540,1,A,A,C,N,M,A,N,A,2002,FORD,D,H,A,H,A,-118.207222,34.04774094,7,1,MQ,M,2,0
8804744,2,1,2019,1450,2,A,A,D,N,M,A,N,B,2006,DODGE,D,H,A,H,A,-118.3989182,34.26184845,40,0,GM,M,1,0
8804744,2,2,2019,1450,2,A,A,D,N,M,A,N,B,2006,DODGE,D,H,A,H,A,-118.3989182,34.26184845,37,0,GM,F,3,0
8804744,2,3,2019,1450,2,A,A,D,N,M,A,N,B,2006,DODGE,D,H,A,H,A,-118.3989182,34.26184845,7,0,CM,M,2,0
8948057,2,1,2019,855,7,A,A,D,N,M,A,A,B,1999,CHEVROLET,D,B,A,H,A,-118.5120239,34.18680954,25,0,GL,M,1,0
9019293,2,1,2019,1730,2,B,A,D,N,F,G,N,B,2007,NISSAN,D,H,A,H,C,-118.2826004,33.88183975,22,0,GL,F,1,0
9019293,2,2,2019,1730,2,B,A,D,N,F,G,N,B,2007,NISSAN,D,H,A,H,C,-118.2826004,33.88183975,25,0,GL,F,3,0
9019293,2,3,2019,1730,2,B,A,D,N,F,G,N,B,2007,NISSAN,D,H,A,H,C,-118.2826004,33.88183975,14,0,GL,M,5,0
9019293,2,4,2019,1730,2,B,A,D,N,F,G,N,B,2007,NISSAN,D,H,A,H,C,-118.2826004,33.88183975,0,0,GL,F,6,0
9019293,2,5,2019,1730,2,B,A,D,N,F,G,N,B,2007,NISSAN,D,H,A,H,C,-118.2826004,33.88183975,10,0,GL,F,4,0
90371393,2,1,2017,645,5,B,A,C,N,M,A,N,H,2016,NISS,D,W,B,H,B,-118.2741762,33.87274179,21,0,GM,M,1,0
90590293,1,1,2017,1940,7,A,A,C,Y,F,A,N,B,2016,TOYO,D,O,A,H,C,-118.22883,34.12672,42,0,GM,F,1,0
90610409,2,1,2017,830,2,A,A,C,N,F,A,N,A,2017,TOYT,D,W,A,H,A,-117.9247046,33.99622125,68,0,GM,F,1,0
90677529,2,1,2018,1515,5,B,A,D,N,M,A,N,B,2005,TOYT,D,W,C,H,A,-118.1926193,34.46979141,47,0,GM,M,1,0
90867273,1,1,2018,545,5,A,A,D,Y,F,A,N,M,2007,TOYT,D,A,A,H,C,-118.1531754,34.64655685,43,0,GL,F,1,0
90906496,2,1,2019,820,4,A,A,C,N,M,A,N,H,2003,FORD,D,H,A,H,A,-118.2026672,33.92189026,17,0,GM,M,1,0
8366984,2,1,2017,610,2,A,A,D,N,M,A,N,B,2003,CHEVROLET,D,H,A,H,A,-118.2066501,34.01875002,32,0,GL,M,1,0
8409567,2,1,2017,1013,5,A,A,D,N,F,A,N,B,1991,GRUMMAN,D,H,A,H,A,-118.2154501,34.06426008,51,0,GM,M,1,0
8409567,2,2,2017,1013,5,A,A,D,N,F,A,N,B,1991,GRUMMAN,D,H,A,H,A,-118.2154501,34.06426008,54,0,GM,F,3,0
8409567,2,3,2017,1013,5,A,A,D,N,F,A,N,B,1991,GRUMMAN,D,H,A,H,A,-118.2154501,34.06426008,23,0,GM,F,4,0
8409567,2,4,2017,1013,5,A,A,D,N,F,A,N,B,1991,GRUMMAN,D,H,A,H,A,-118.2154501,34.06426008,19,0,GM,M,6,0
8409567,2,5,2017,1013,5,A,A,D,N,F,A,N,B,1991,GRUMMAN,D,H,A,H,A,-118.2154501,34.06426008,1,0,MQ,F,6,0
8575838,2,1,2018,945,2,A,A,D,N,M,A,N,B,2015,TOYOTA,D,H,A,H,A,-118.04953,34.0413208,30,0,GL,M,1,0
8682825,2,1,2018,1415,1,A,A,D,N,M,A,N,B,1999,TOYOTA,D,H,A,H,A,-118.3700638,33.94541168,42,0,GM,F,3,0
8701243,2,1,2018,1250,4,A,A,B,N,M,A,N,A,2018,FORD,D,W,A,H,A,-118.5765228,34.16182709,42,0,GM,M,1,0
8772063,2,1,2018,1320,4,A,A,A,N,M,A,N,B,1985,TOYOTA,D,H,A,H,A,-118.4574127,34.16484833,42,0,GP,M,1,0
8787069,1,1,2019,1250,3,A,A,A,Y,M,B,A,B,2000,CHEVROLET,D,H,A,H,A,-118.4506836,34.14706039,34,0,GP,M,1,0
8810202,2,1,2019,1003,1,A,A,C,N,M,A,N,B,2000,FORD,D,H,A,H,A,-118.2108002,33.95474243,39,0,GM,M,1,0
8856976,2,1,2019,750,1,A,A,A,N,M,A,N,A,1991,CHEVROLET,D,B,A,H,A,-118.3502731,34.00499344,78,0,GP,M,1,0
8916657,1,1,2019,2230,6,A,A,F,Y,M,H,N,B,2001,CHEVROLET,D,H,A,H,C,-118.2901993,33.73207474,22,0,LM,M,1,0
8938692,2,1,2019,855,6,A,A,D,N,M,A,N,B,1994,DODGE,D,H,A,H,A,-117.7522202,34.05506134,13,0,GM,M,2,0
90430838,2,1,2017,1600,1,A,A,C,N,M,A,G,A,2009,NISSAN ,D,H,A,H,A,-118.36055,34.03374563,34,0,GM,M,3,0
90639591,1,1,2018,2230,3,A,A,E,Y,M,A,N,B,2000,FORD,D,H,A,H,D,-118.0985718,34.03566742,21,1,GM,M,1,0
90705935,2,1,2018,210,6,A,A,D,N,M,A,N,B,2002,FORD,D,H,A,H,C,-117.9316483,33.99346924,59,0,GM,M,1,0
90803161,1,1,2018,1346,3,A,A,B,Y,M,A,N,J,1995,FORD,D,W,A,H,A,-118.1050644,33.90186691,70,0,GM,M,1,0
8595662,1,1,2018,750,1,A,A,E,Y,M,A,N,C,2005,CHEVROLET,D,H,A,H,A,-118.0098724,34.08900833,49,0,GL,M,1,0
8697415,2,1,2018,116,7,A,A,D,N,M,A,ZZ,E,2014,FORD,D,H,A,H,C,-117.9161911,34.13381958,41,0,GL,F,3,0
8697415,2,2,2018,116,7,A,A,D,N,M,A,ZZ,E,2014,FORD,D,H,A,H,C,-117.9161911,34.13381958,28,0,GL,M,6,0
8697415,2,3,2018,116,7,A,A,D,N,M,A,ZZ,E,2014,FORD,D,H,A,H,C,-117.9161911,34.13381958,25,0,GL,F,4,0
8765495,3,1,2018,1230,5,A,A,C,N,M,A,N,A,2008,FORD,D,H,A,H,A,-118.3969727,34.22164917,39,0,GM,M,1,0
8780916,3,1,2018,915,5,A,A,B,N,M,A,N,B,2013,TOYOTA,D,H,A,H,A,-118.0897598,33.97909927,70,0,GL,M,1,0
8972954,2,1,2019,1630,5,A,A,C,N,M,A,N,H,2014,FORD,D,H,A,H,A,-118.4765396,34.20125961,37,0,GM,M,1,0
90443052,3,1,2017,1640,1,A,A,C,N,M,A,N,A,2006,CHEV,D,H,A,H,A,-118.45113,34.15729,33,0,GM,M,1,0
90557295,3,1,2017,1905,6,A,A,C,N,F,A,H,A,2004,CHEV,D,H,A,H,C,-118.16813,33.96581,21,0,GM,F,1,0
90575578,3,1,2017,1315,5,A,A,C,N,M,A,G,B,2008,FORD,D,H,A,H,A,-118.0877449,34.03720108,48,0,GM,M,3,0
90575578,3,2,2017,1315,5,A,A,C,N,M,A,G,B,2008,FORD,D,H,A,H,A,-118.0877449,34.03720108,20,0,GM,M,1,0
90597247,2,1,2017,940,3,A,A,C,N,M,A,N,A,2003,DODG,D,W,A,H,A,-118.3926169,34.2285656,20,0,GM,M,1,0
90615152,2,1,2017,1452,1,A,A,C,N,M,A,N,B,2015,CHEV,D,O,A,H,A,-118.3554001,33.9333607,38,0,GM,M,1,0
90676847,1,1,2018,2005,6,A,A,E,Y,M,A,N,R,2003,FORD,D,H,A,H,C,-118.4751968,34.08860779,21,0,GP,M,6,0
90762613,1,1,2018,1235,3,A,A,B,Y,M,B,A,M,2003,DODG,D,H,A,H,A,-118.0018082,34.04991913,43,0,HM,M,1,0
90787216,2,1,2018,1710,1,A,A,C,N,M,A,N,A,2009,FORD,D,W,A,H,A,-118.4779434,34.09944153,46,0,GM,M,1,0
90793747,2,1,2018,1650,5,A,A,C,N,M,A,N,B,2001,TOYOTA,D,H,A,H,A,-118.4026489,34.19815826,62,0,GM,M,1,0
90813827,1,1,2018,1554,6,A,A,E,Y,M,B,A,M,1991,CHEV,D,H,A,H,A,-117.8761749,34.18391418,25,0,GL,M,1,0
90960487,2,1,2019,650,2,A,A,C,N,M,A,N,A,2000,TOYT,D,H,A,H,A,-118.0651016,33.87540054,43,0,GM,M,1,0
90965102,2,1,2019,1540,6,A,A,B,N,M,A,N,B,2011,FORD,D,H,A,H,A,-118.3984604,33.98707581,53,0,GM,M,1,0
91028667,1,1,2019,629,6,A,A,C,Y,M,A,N,B,2005,CHEV,D,H,A,C,A,-118.0005417,34.06174469,43,0,GL,M,1,0
8471207,1,1,2017,705,6,A,A,D,Y,M,A,E,B,2001,FORD,D,H,A,H,A,-118.1602001,33.89648001,35,0,GL,M,1,0
8592819,2,1,2018,1645,1,A,A,C,N,M,A,N,A,1998,MAZDA,D,H,A,H,A,-118.5500259,34.24998856,35,0,GM,M,1,0
8595634,3,1,2018,2005,5,C,A,D,N,M,A,N,A,2000,FORD,D,H,B,H,C,-118.020813,34.06381989,52,0,GM,M,1,0
8609521,1,1,2018,148,6,A,A,G,Y,M,B,A,B,2003,DODGE,D,H,A,H,C,-118.2252121,33.98910904,36,0,GM,M,3,0
8660429,2,1,2018,725,5,A,A,D,N,M,A,N,B,2005,TOYOTA,D,H,A,H,A,-118.2204895,33.95563889,47,0,GM,M,1,0
8664582,3,1,2018,1023,6,A,A,C,N,M,A,N,B,2017,TOYOTA,D,H,A,H,A,-118.1102905,33.96113968,2,0,GP,F,6,0
8664582,3,2,2018,1023,6,A,A,C,N,M,A,N,B,2017,TOYOTA,D,H,A,H,A,-118.1102905,33.96113968,7,0,GP,F,4,0
8683435,2,1,2018,820,4,A,A,D,N,M,A,N,B,2004,FORD,D,H,A,H,A,-118.3646622,34.0215683,41,0,GM,M,3,0
8829465,2,1,2019,800,4,C,A,D,N,M,A,N,B,2008,HYUNDAI,D,H,B,H,A,-118.3965225,34.18846893,35,0,GM,M,3,0
8971366,2,1,2019,1030,4,A,A,C,N,F,A,N,A,2003,CHEVROLET,D,B,A,H,A,-118.1170731,33.85832214,35,0,GM,F,1,0
8985634,2,1,2019,807,2,A,A,C,N,M,A,N,A,2019,FORD,D,W,A,H,A,-118.1317902,33.78210831,41,0,GM,M,1,0
90549596,2,1,2017,635,3,A,A,C,N,M,A,N,A,2002,DODG,D,H,A,H,A,-118.4216566,34.24386415,57,0,GM,M,1,0
8437541,2,1,2017,2251,3,A,A,D,N,M,A,N,J,2015,CHEVROLET,D,H,A,H,C,-118.13215,33.95062765,20,0,GM,M,1,0
8458973,1,1,2017,1955,4,A,A,D,N,M,B,A,B,2004,TOYOTA,D,H,A,H,C,-118.5323501,34.22869005,44,0,BL,M,1,0
8483348,1,1,2017,639,1,E,A,C,Y,F,A,N,B,1987,CHEVROLET,D,W,A,H,B,-118.5682779,34.44762515,22,0,GM,M,3,0
8799906,1,1,2018,805,3,A,A,D,Y,M,A,N,B,2012,GMC,D,H,A,H,A,-118.467659,34.22827148,26,0,GL,M,1,0
8928361,1,1,2019,1607,1,A,A,D,Y,F,A,N,B,2016,JEEP,D,H,A,H,A,-118.7072601,34.13381958,10,0,GM,F,4,0
8928361,1,2,2019,1607,1,A,A,D,Y,F,A,N,B,2016,JEEP,D,H,A,H,A,-118.7072601,34.13381958,8,0,GM,M,6,0
90381018,1,1,2017,1935,7,B,A,E,Y,M,A,N,B,2000,TOYT,D,H,B,H,D,-118.4851632,34.30893273,63,0,GM,F,3,0
9038374,1,1,2019,1230,2,A,A,C,Y,M,G,ZZ,B,2004,GMC,D,B,A,H,A,-118.2541122,33.94327164,65,0,GL,M,1,3
90652866,2,1,2018,736,3,A,A,D,N,M,A,N,B,2002,DODGE,D,W,A,H,A,-118.5443726,34.47439194,27,0,GM,M,1,0
8489803,3,1,2017,1536,3,A,A,C,N,M,A,N,B,2008,CHEVROLET,D,W,A,H,A,-118.2006506,33.78987,67,0,GM,M,1,0
8595638,1,1,2018,1336,4,A,A,C,Y,M,A,A,H,2003,TOYOTA,D,H,A,H,A,-118.0082397,34.07012177,34,0,GM,M,1,0
8775284,2,1,2018,105,4,C,A,D,N,M,A,N,B,2001,DODGE,D,W,B,H,C,-118.1324997,34.1615715,39,0,GM,F,3,0
8778780,1,1,2018,910,6,A,A,D,Y,M,A,N,B,2005,CHEVROLET,D,H,A,H,A,-118.4836731,34.22134018,58,0,GL,M,1,0
90471075,2,1,2017,140,1,A,A,C,N,M,A,N,B,2006,TOYT,D,W,A,H,C,-118.1530876,34.64588994,17,1,GL,M,1,0
90471075,2,2,2017,140,1,A,A,C,N,M,A,N,B,2006,TOYT,D,W,A,H,C,-118.1530876,34.64588994,19,0,GM,M,3,0
90471075,2,3,2017,140,1,A,A,C,N,M,A,N,B,2006,TOYT,D,W,A,H,C,-118.1530876,34.64588994,16,0,GP,M,6,0
