case_id,party_number,victim_number,accident_year,collision_time,day_of_week,weather_1,primary_coll_factor,type_of_collision,at_fault,party_sex,party_soberiety,oaf_1,move_pre_acc,vehicle_year,vehicle_make,stwd_vehicle_type,race,road_surface,road_cond_1,lighting,point_x,point_y,victim_age,severe_injury,safety_equip_used,victim_sex,victim_seating_postion,victim_ejected
90985907,1,1,2019,750,2,A,A,C,Y,M,A,A,B,2013,NISS,D,W,A,H,A,-118.1612167,33.91194916,37,0,GL,M,1,0
8394729,3,1,2017,1435,5,A,A,C,N,M,A,N,B,1992,TOYOTA,D,H,A,H,A,-118.1856801,34.11415011,41,0,GM,M,1,0
8394729,3,2,2017,1435,5,A,A,C,N,M,A,N,B,1992,TOYOTA,D,H,A,H,A,-118.1856801,34.11415011,10,0,GM,M,1,0
8551445,1,1,2018,1715,5,A,A,C,Y,M,A,N,B,2015,CHEVROLET,D,W,A,H,A,-118.5360413,34.19403839,35,0,GL,M,1,0
8648606,1,1,2019,2210,3,A,A,E,Y,M,B,N,B,2008,CHEVROLET,D,H,A,H,D,-118.4203186,34.03010559,53,1,GL,M,1,0
8702546,4,1,2018,1426,6,A,A,C,N,M,A,N,B,2006,CHEVROLET,D,H,A,H,A,-117.890419,34.06092834,50,0,GM,M,3,0
8702546,4,2,2018,1426,6,A,A,C,N,M,A,N,B,2006,CHEVROLET,D,H,A,H,A,-117.890419,34.06092834,8,0,GM,M,4,0
8702546,4,3,2018,1426,6,A,A,C,N,M,A,N,B,2006,CHEVROLET,D,H,A,H,A,-117.890419,34.06092834,8,0,GM,M,6,0
8765503,2,1,2018,1415,3,A,A,C,N,M,A,N,H,2001,CHEVROLET,D,H,A,H,A,-118.4256592,34.26351547,15,0,GM,M,1,0
8955368,1,1,2019,1130,7,A,A,D,Y,M,A,N,A,1998,TOYOTA,D,H,A,H,A,-118.4266052,34.42375565,43,0,GL,M,1,0
90518467,2,1,2017,2340,6,A,A,C,N,M,A,H,A,2017,CHEV,D,W,A,H,C,-118.42849,34.30804,49,0,GM,F,3,0
90717535,2,1,2018,905,3,A,A,D,N,F,A,N,B,2014,HOND,D,W,A,H,A,-118.2188263,34.66025925,59,0,GL,F,1,0
90961984,1,1,2019,2306,7,B,A,E,Y,M,B,A,Q,2007,CHEV,D,H,A,H,C,-118.1722641,34.01132965,22,0,HL,M,1,0
8522614,2,1,2017,35,1,A,A,A,N,M,A,N,A,2005,GMC,D,H,A,H,C,-118.4663051,34.21818406,51,0,GL,M,1,0
8522614,2,2,2017,35,1,A,A,A,N,M,A,N,A,2005,GMC,D,H,A,H,C,-118.4663051,34.21818406,13,0,GL,M,3,0
8661711,1,1,2018,545,2,A,A,B,Y,M,A,N,B,2004,NISSAN,D,H,A,H,B,-118.2201538,34.07263947,52,0,GM,M,1,0
8702999,1,1,2018,2000,4,A,A,C,Y,M,B,A,B,1998,TOYOTA,D,H,A,H,A,-118.3382645,34.02556992,79,0,GL,M,1,0
8710768,1,1,2018,1450,3,A,A,C,Y,F,A,N,B,2005,CHEVROLET,D,H,A,H,A,-118.4208069,34.04416656,51,0,GM,F,1,0
8710768,1,2,2018,1450,3,A,A,C,Y,F,A,N,B,2005,CHEVROLET,D,H,A,H,A,-118.4208069,34.04416656,22,0,GM,M,3,0
8757455,1,1,2018,1546,2,A,A,D,Y,M,A,N,E,2016,CHEVROLET,D,W,A,H,A,-118.0743942,33.93534851,41,0,GL,M,1,0
8873954,1,1,2019,1111,6,B,A,D,Y,F,G,N,B,2017,GMC,D,B,A,H,A,-118.3178329,33.92367172,43,0,GL,F,1,0
8873954,1,2,2019,1111,6,B,A,D,Y,F,G,N,B,2017,GMC,D,B,A,H,A,-118.3178329,33.92367172,37,0,GL,M,3,0
8897844,1,1,2019,1235,2,A,A,H,Y,F,A,N,D,2007,DODGE,D,B,A,H,A,-118.6234131,34.19372177,71,0,GM,F,3,0
8918179,1,1,2019,1045,2,A,A,C,Y,M,H,N,B,2006,FORD,D,H,A,H,A,-118.2396393,34.00977707,28,0,GM,M,1,0
8918179,1,2,2019,1045,2,A,A,C,Y,M,H,N,B,2006,FORD,D,H,A,H,A,-118.2396393,34.00977707,19,0,GM,M,3,0
90396067,1,1,2017,25,2,B,A,E,Y,M,A,N,B,1999,TOYO,D,H,B,H,C,-118.2156569,33.9275979,58,0,GL,M,1,0
8518986,1,1,2017,1050,3,A,A,C,Y,M,A,N,B,2002,TOYOTA,D,H,A,H,A,-118.4319909,34.00162054,47,0,GL,M,1,0
8542838,2,1,2018,1420,6,A,A,C,N,M,A,N,A,2011,FORD,D,W,A,H,A,-118.5534592,34.19737625,48,0,GM,M,1,0
8542838,2,2,2018,1420,6,A,A,C,N,M,A,N,A,2011,FORD,D,W,A,H,A,-118.5534592,34.19737625,50,0,GM,M,3,0
8551450,3,1,2018,1825,4,A,A,C,N,M,A,N,A,1995,TOYOTA,D,H,A,H,C,-118.1763382,33.80624771,47,0,GM,F,3,0
8931240,1,1,2019,1620,4,A,A,D,Y,M,A,N,E,2017,DODGE,D,H,A,H,A,-118.6077194,34.1865387,32,0,GM,M,1,0
8982287,2,1,2019,920,7,A,A,D,N,M,A,N,B,1995,TOYOTA,D,H,A,H,A,-118.3001785,34.01087189,46,0,GM,M,1,0
8987528,1,1,2019,1056,2,A,A,F,Y,M,A,N,E,2005,NISSAN,D,W,A,H,A,-118.128891,34.68946838,35,0,GL,F,3,0
8987528,1,2,2019,1056,2,A,A,F,Y,M,A,N,E,2005,NISSAN,D,W,A,H,A,-118.128891,34.68946838,25,0,GL,M,1,0
9007571,2,1,2019,740,3,A,A,A,N,M,A,N,B,2004,TOYOTA,D,H,A,H,C,-118.3524551,34.11975098,53,0,GM,M,1,0
9007571,2,2,2019,740,3,A,A,A,N,M,A,N,B,2004,TOYOTA,D,H,A,H,C,-118.3524551,34.11975098,61,0,GM,M,3,0
90520569,1,1,2017,415,5,A,A,B,Y,M,A,N,J,2012,DODGE,D,W,A,H,C,-118.0817883,33.97033349,38,0,GL,M,1,0
90756112,2,1,2018,1040,2,A,A,C,N,F,A,N,B,2014,FORD,D,W,A,H,A,-118.1084442,33.87662888,49,0,GM,F,1,0
90769405,1,1,2018,1005,6,A,A,F,Y,M,A,N,J,1999,FORD,D,B,A,H,A,-117.9989014,34.13536453,24,0,GM,M,1,0
90771459,2,1,2018,1743,3,A,A,C,N,M,A,N,B,2015,GMC,D,H,A,D,A,-118.3053589,34.17071152,26,0,GM,F,4,0
90771459,2,2,2018,1743,3,A,A,C,N,M,A,N,B,2015,GMC,D,H,A,D,A,-118.3053589,34.17071152,29,0,GM,M,1,0
90838713,3,1,2018,1005,6,C,A,C,N,F,A,N,A,1999,CHEV,D,W,B,H,A,-118.0923462,33.87641525,33,0,GM,F,1,0
90838713,3,2,2018,1005,6,C,A,C,N,F,A,N,A,1999,CHEV,D,W,B,H,A,-118.0923462,33.87641525,10,0,GM,F,2,0
90854084,1,1,2018,1030,6,A,A,C,Y,M,A,N,B,2007,TOYO,D,O,A,H,A,-118.579834,34.40744781,30,1,HL,M,1,0
90872143,2,1,2018,1726,3,A,A,D,N,M,A,N,B,1997,TOYO,D,W,A,H,A,-118.0912781,34.1198616,63,0,GL,M,1,0
90889588,1,1,2018,1830,5,A,A,C,Y,M,C,N,B,1998,TOYT,D,H,A,H,C,-118.2475052,33.95339584,22,0,GM,M,1,0
8893789,1,1,2019,1538,4,B,A,C,Y,M,A,G,B,1998,CHEVROLET,D,H,A,H,A,-118.0187836,34.14203262,4,0,MQ,F,6,0
8893789,1,2,2019,1538,4,B,A,C,Y,M,A,G,B,1998,CHEVROLET,D,H,A,H,A,-118.0187836,34.14203262,6,0,GM,M,5,0
8709405,2,1,2018,1225,5,A,A,C,N,M,A,N,A,2001,GMC,D,H,A,H,A,-118.2652588,34.00150299,48,0,GM,M,1,0
8710570,2,1,2018,25,7,A,A,C,N,M,A,N,A,2012,KIA,D,H,A,H,C,-118.1014786,33.97736359,28,0,GL,F,3,0
8710570,2,2,2018,25,7,A,A,C,N,M,A,N,A,2012,KIA,D,H,A,H,C,-118.1014786,33.97736359,7,0,GL,F,2,0
8710570,2,3,2018,25,7,A,A,C,N,M,A,N,A,2012,KIA,D,H,A,H,C,-118.1014786,33.97736359,54,0,GL,M,5,0
8710570,2,4,2018,25,7,A,A,C,N,M,A,N,A,2012,KIA,D,H,A,H,C,-118.1014786,33.97736359,51,0,GL,F,6,0
90465058,1,1,2017,1540,1,A,A,C,Y,M,A,N,B,2005,CHEV,D,H,A,H,A,-118.3561115,33.93368097,57,0,GL,M,1,0
90465058,1,2,2017,1540,1,A,A,C,Y,M,A,N,B,2005,CHEV,D,H,A,H,A,-118.3561115,33.93368097,35,0,GL,M,3,0
90595798,1,1,2017,418,5,A,A,C,N,M,A,N,A,2003,FORD,D,A,A,H,C,-118.7429511,34.14305725,55,0,GP,M,1,0
8295198,2,1,2017,450,3,A,A,D,N,M,A,N,B,2004,FORD,D,W,A,H,A,-118.5273501,34.22867008,62,0,GL,M,1,0
90723397,1,1,2018,1148,2,B,A,E,Y,M,A,H,B,2000,TOYOTA,D,H,B,H,A,-118.1483765,34.0359993,42,0,GM,M,1,0
90723397,1,2,2018,1148,2,B,A,E,Y,M,A,H,B,2000,TOYOTA,D,H,B,H,A,-118.1483765,34.0359993,78,0,GM,M,3,0
8491875,2,1,2017,300,5,A,A,D,N,M,A,N,B,2015,CHEVROLET,D,H,A,H,C,-118.21943,34.02808008,23,0,GM,M,3,0
8528092,1,1,2017,1653,1,A,A,D,Y,M,A,N,E,1993,TOYOTA,D,H,A,H,C,-118.1303201,34.68525006,58,0,GM,M,1,0
8532258,2,1,2018,1520,2,B,A,C,N,F,A,N,A,2008,NISSAN,D,H,B,H,A,-118.0452576,34.55810165,9,0,GM,F,4,0
8532258,2,2,2018,1520,2,B,A,C,N,F,A,N,A,2008,NISSAN,D,H,B,H,A,-118.0452576,34.55810165,7,0,GM,F,6,0
8726816,2,1,2018,1045,3,A,A,D,N,M,A,N,B,2017,FORD,D,H,A,H,A,-118.365921,34.08544922,32,0,GL,M,3,0
8726816,2,2,2018,1045,3,A,A,D,N,M,A,N,B,2017,FORD,D,H,A,H,A,-118.365921,34.08544922,43,0,GL,M,1,0
8885412,2,1,2019,1740,3,A,A,B,N,M,A,N,E,2004,GMC,D,W,A,H,A,-118.536087,34.24998856,7,0,GM,M,3,0
90394257,1,1,2017,1240,6,B,A,C,N,F,A,N,A,2006,NISS,D,H,A,H,A,-118.2215021,34.04774185,27,0,GM,F,1,0
90428576,2,1,2017,1510,5,A,A,C,N,M,A,N,H,2001,FORD,D,H,A,H,A,-118.408293,34.21522736,55,0,GL,M,1,0
90530316,1,1,2017,506,1,A,A,E,Y,M,A,F,M,1995,DODG,D,W,A,H,D,-118.3635686,34.43468145,41,0,GM,M,1,0
90550451,1,1,2017,1935,5,A,A,C,Y,M,A,F,B,2015,FORD,D,O,A,H,C,-118.1892836,33.91578989,73,0,GP,F,4,0
90550451,1,2,2017,1935,5,A,A,C,Y,M,A,F,B,2015,FORD,D,O,A,H,C,-118.1892836,33.91578989,83,0,GP,F,0,0
90550451,1,4,2017,1935,5,A,A,C,Y,M,A,F,B,2015,FORD,D,O,A,H,C,-118.1892836,33.91578989,37,0,GP,M,0,0
90764267,1,1,2018,535,2,B,A,C,Y,M,A,N,B,2001,NISS,D,H,A,H,B,-118.1375275,33.91324234,47,0,GL,M,1,0
90928146,1,1,2018,1840,4,A,A,A,Y,M,G,N,I,1989,TOYO,D,W,A,H,D,-117.8408813,34.54246902,59,1,GP,M,1,0
8471125,2,1,2017,1914,7,A,A,C,N,M,A,N,B,2006,CHEVROLET,D,H,A,H,C,-118.169365,33.804469,38,0,GM,M,1,0
8471125,2,2,2017,1914,7,A,A,C,N,M,A,N,B,2006,CHEVROLET,D,H,A,H,C,-118.169365,33.804469,59,0,GM,M,4,0
8584703,2,1,2018,1130,2,B,A,B,N,F,A,N,B,2010,MINI,D,H,A,H,A,-118.0948792,34.70423889,21,0,GL,F,1,0
8750417,1,1,2018,1920,5,A,A,C,Y,F,A,N,B,2001,TOYOTA,D,W,A,H,C,-118.4051208,34.18667603,54,0,GM,F,1,0
8850002,2,1,2019,2020,3,B,A,C,N,M,A,N,A,2010,TOYOTA,D,H,A,H,C,-118.0173721,34.05595016,43,0,GM,F,3,0
8850002,2,2,2019,2020,3,B,A,C,N,M,A,N,A,2010,TOYOTA,D,H,A,H,C,-118.0173721,34.05595016,17,0,GP,M,6,0
8992366,2,1,2019,620,5,A,A,D,N,M,A,N,B,1989,TOYOTA,D,H,B,H,B,-118.309082,34.06167984,38,0,GP,M,1,0
90470828,2,1,2017,1705,4,A,A,C,N,F,A,N,A,2006,DODG,D,H,A,H,A,-118.41595,33.91639743,37,0,GM,F,1,0
90563287,2,1,2017,1120,2,B,A,C,N,M,A,N,A,2009,NISS,D,H,A,H,A,-118.3710547,33.96729496,49,0,GM,F,3,0
90563287,2,2,2017,1120,2,B,A,C,N,M,A,N,A,2009,NISS,D,H,A,H,A,-118.3710547,33.96729496,12,0,GP,M,6,0
90591119,1,1,2017,1538,1,A,A,E,Y,M,B,A,E,1998,CHEV,D,H,A,H,A,-117.9689735,34.57974098,63,0,GM,M,1,0
90696929,1,1,2018,159,7,A,A,E,Y,M,B,A,R,2005,FORD,D,H,A,H,C,-118.4747086,34.18954086,39,1,GL,M,1,0
90733553,2,1,2018,815,4,B,A,C,N,M,A,N,H,1997,ISUZ,D,H,A,H,A,-118.1150055,33.96012497,31,0,GM,M,1,0
91034426,2,1,2019,1800,2,A,A,B,N,M,A,N,B,2007,TOYT,D,H,A,H,A,-118.8167343,34.08701706,32,0,GM,M,1,0
91113324,2,1,2019,1151,6,A,A,B,N,M,A,N,A,2013,DODGE,D,H,A,H,A,-118.1395035,33.87680054,44,0,GM,M,1,0
8668290,2,1,2018,1025,7,A,A,D,N,M,A,N,B,2005,NISSAN,D,B,A,H,A,-118.6015778,34.20832062,57,0,GL,M,1,0
8831598,1,1,2019,1600,3,A,A,C,Y,M,A,F,B,1977,GMC,D,W,A,H,A,-118.0762558,33.83872604,54,0,GM,M,1,0
8888753,2,1,2019,1240,4,A,A,D,N,M,A,A,B,2007,CHEVROLET,D,H,A,H,A,-118.3589249,34.15299988,26,0,GM,M,3,0
8892639,2,1,2019,1121,6,A,A,C,N,M,A,N,A,2017,DODGE,D,H,A,H,A,-118.6758423,34.03796387,22,0,GM,F,3,3
8974014,2,1,2019,1120,7,A,A,D,N,M,A,N,B,2019,TOYOTA,D,O,A,H,A,-118.4916153,34.27350616,55,0,GL,M,1,0
8974014,2,2,2019,1120,7,A,A,D,N,M,A,N,B,2019,TOYOTA,D,O,A,H,A,-118.4916153,34.27350616,83,0,GL,F,3,0
90575830,2,1,2017,845,4,A,A,C,N,M,A,N,A,2015,GMC,D,H,A,H,A,-118.4703559,34.29374394,54,0,GM,F,3,0
90647671,2,1,2018,1756,1,B,A,C,N,F,A,N,H,2013,FORD,D,H,A,H,D,-118.6522141,34.15322876,27,0,GM,F,3,0
91077620,4,1,2019,740,5,A,A,B,N,M,A,N,B,2008,FORD,D,H,A,H,A,-118.3199997,33.92565536,16,0,GM,M,3,0
91077620,4,2,2019,740,5,A,A,B,N,M,A,N,B,2008,FORD,D,H,A,H,A,-118.3199997,33.92565536,42,0,GM,M,1,0
8326828,1,1,2017,1920,7,A,A,B,Y,F,B,A,B,2003,TOYOTA,D,W,A,H,D,-118.6100171,34.16680174,50,0,GM,F,1,0
8452090,2,1,2017,1712,3,A,A,C,N,M,A,N,A,2003,NISSAN,D,H,A,H,A,-118.0434927,33.97911,63,0,GM,M,1,0
8453254,1,1,2017,707,5,A,A,D,Y,M,A,N,E,2002,FORD,D,H,A,H,A,-118.0326501,34.56890001,33,0,GL,M,3,0
8486150,3,1,2017,800,1,A,A,B,N,M,A,N,A,2006,DODGE,D,H,A,H,A,-118.3752262,34.17509432,15,0,GM,F,3,0
8486150,3,2,2017,800,1,A,A,B,N,M,A,N,A,2006,DODGE,D,H,A,H,A,-118.3752262,34.17509432,12,0,GM,M,6,0
8687190,1,1,2018,2005,6,A,A,E,Y,M,A,N,B,2000,TOYOTA,D,H,A,H,C,-118.2979584,34.00369644,39,0,GM,M,1,0
8764891,1,1,2018,1020,4,B,A,C,Y,F,A,N,G,2008,FORD,D,H,A,H,A,-118.2417603,34.04289627,25,0,GM,F,9,0
8766360,3,1,2018,925,5,A,A,C,N,M,A,A,B,2005,INTERNATIONAL HARVESTER,D,H,A,H,A,-118.4395523,34.19393921,27,0,GM,M,9,0
8776151,1,1,2018,1300,3,A,A,D,Y,M,A,N,L,1997,FORD,D,W,A,H,A,-117.8290024,34.11249924,16,0,GM,M,2,3
8776151,1,2,2018,1300,3,A,A,D,Y,M,A,N,L,1997,FORD,D,W,A,H,A,-117.8290024,34.11249924,16,0,GM,M,3,3
8789914,1,1,2019,1838,4,B,A,D,Y,M,A,A,B,2006,GMC,D,H,B,H,C,-118.0552673,33.94192886,4,0,MQ,M,6,0
8850962,1,1,2019,1145,4,A,A,D,Y,M,A,N,B,2018,GMC,D,H,A,H,A,-118.4393997,34.28199005,75,0,GM,M,1,0
8860158,1,1,2019,2015,5,A,A,D,Y,M,A,N,E,1998,TOYOTA,D,H,A,H,C,-118.3003235,33.96937943,63,0,GL,M,1,0
90595370,1,1,2017,950,1,A,A,C,Y,M,A,N,B,2015,FORD,D,H,A,H,A,-118.352273,34.21519062,57,0,GM,M,1,0
90886298,2,1,2018,1220,1,A,A,B,N,M,A,N,B,2016,TOYT,D,W,A,H,A,-118.4732971,34.16424942,59,0,GM,M,1,0
8287965,2,1,2017,1330,6,A,A,D,N,M,A,N,E,2011,TOYOTA,D,H,A,H,A,-118.4664201,34.21805008,52,0,GM,M,1,0
8287965,2,2,2017,1330,6,A,A,D,N,M,A,N,E,2011,TOYOTA,D,H,A,H,A,-118.4664201,34.21805008,31,0,GM,M,3,0
8562487,2,1,2018,1430,2,A,A,C,N,M,A,ZZ,A,1994,DODGE,D,H,A,H,A,-118.4468231,34.14601517,43,0,GM,M,1,0
8562554,3,1,2018,630,6,A,A,D,N,M,A,N,A,2000,FORD,D,H,A,H,A,-118.5360489,34.20840836,44,0,GM,M,1,0
8563195,1,1,2018,1420,5,A,A,D,Y,M,A,N,E,2000,CHEVROLET,D,H,A,H,A,-118.3090286,34.04357147,45,0,GM,F,6,0
8774769,1,1,2018,804,2,A,A,D,Y,M,A,N,B,2017,CHEVROLET,D,H,A,H,A,-117.8901672,34.09017944,38,0,GL,M,9,0
8774769,1,2,2018,804,2,A,A,D,Y,M,A,N,B,2017,CHEVROLET,D,H,A,H,A,-117.8901672,34.09017944,33,0,GM,F,3,0
8781928,2,1,2018,851,6,A,A,B,N,F,A,N,D,1992,CHEVROLET,D,H,A,H,A,-118.1118698,34.57886887,43,0,GM,F,1,0
8981317,2,1,2019,1100,4,A,A,C,N,F,A,N,A,2019,GMC,D,W,A,H,A,-118.1897812,34.11106873,33,0,GM,F,1,0
9024170,2,1,2019,2135,6,A,A,D,N,F,A,N,B,2015,NISSAN,D,H,A,H,C,-118.4256439,34.27409363,54,0,GL,F,1,0
9024170,2,2,2019,2135,6,A,A,D,N,F,A,N,B,2015,NISSAN,D,H,A,H,C,-118.4256439,34.27409363,57,0,GL,M,3,0
90373691,2,1,2017,805,2,C,A,C,N,M,A,N,A,2007,TOYO,D,H,B,H,A,-118.39527,34.1788,46,0,GM,M,1,0
90452372,2,1,2017,1642,3,A,A,C,N,M,A,G,B,2003,TOYOTA,D,W,A,H,A,-118.0932252,34.03585267,47,0,GM,M,1,0
90581365,2,1,2017,1630,5,A,A,B,N,M,A,N,B,2006,TOYT,D,H,A,H,A,-117.89044,34.12097604,43,0,GL,M,1,0
90625092,2,1,2017,640,1,A,A,C,N,M,A,N,H,2000,NISS,D,H,A,H,B,-118.379781,34.15795395,57,0,GM,M,1,0
90755701,2,1,2018,1917,7,A,A,B,N,M,A,N,A,2001,DODGE,D,H,A,H,B,-118.2741394,33.90916824,12,0,GM,F,6,0
90755701,2,2,2018,1917,7,A,A,B,N,M,A,N,A,2001,DODGE,D,H,A,H,B,-118.2741394,33.90916824,54,0,GM,F,5,0
90933250,2,2,2019,1610,3,A,A,C,N,M,A,N,A,2006,TOYOTA,D,A,A,H,A,-118.0813217,33.81467819,59,0,GL,M,1,0
91115706,1,1,2019,840,7,A,A,E,Y,F,A,N,R,2004,FORD,D,H,A,H,A,-117.7265091,34.08154297,42,1,GL,F,1,0
8329864,1,1,2017,1300,7,B,A,D,Y,M,A,N,E,2006,FORD,D,H,A,H,A,-118.1364301,34.10785004,9,0,GM,M,2,3
8560447,1,1,2018,1540,1,C,A,D,Y,M,A,N,B,2002,FORD,D,W,B,H,B,-118.4546585,34.07659149,19,0,GM,M,3,0
8694136,1,1,2018,1050,2,A,A,D,Y,F,A,N,E,2005,GMC,D,H,A,H,A,-118.2521286,33.99300003,35,0,GM,M,2,0
8694136,1,2,2018,1050,2,A,A,D,Y,F,A,N,E,2005,GMC,D,H,A,H,A,-118.2521286,33.99300003,30,0,GM,M,3,0
90438162,2,1,2017,1347,2,A,A,B,N,M,A,N,B,2004,TOYO,D,H,A,H,A,-118.0223987,33.9277999,37,0,GM,M,1,0
90651074,3,1,2018,645,1,A,A,C,N,M,A,N,A,2004,CHEVY,D,H,A,H,A,-118.1157303,34.15254211,25,0,GM,M,1,0
90721065,1,1,2018,1018,6,A,A,C,Y,M,A,F,B,2000,TOYT,D,O,A,H,A,-118.1769028,33.81444931,18,0,GL,M,1,0
90876581,1,1,2018,1005,4,C,A,E,Y,F,A,N,B,2000,TOYT,D,H,B,H,A,-118.1408844,34.48674011,38,0,GL,F,1,0
90884634,2,1,2018,1830,1,A,A,C,N,M,G,N,A,1988,TOYT,D,H,A,H,A,-118.1414566,33.9128952,31,0,GM,M,1,0
8564604,1,1,2018,1815,2,A,A,A,Y,M,B,A,N,1990,NISSAN,D,H,A,H,C,-118.4228134,34.43023682,25,0,GM,M,1,0
8864626,2,1,2019,2043,7,A,A,C,N,M,A,N,A,2012,DODGE,D,H,A,H,D,-118.2229919,33.9600563,44,0,GM,F,3,0
8864626,2,2,2019,2043,7,A,A,C,N,M,A,N,A,2012,DODGE,D,H,A,H,D,-118.2229919,33.9600563,59,0,GM,F,6,0
8962132,1,1,2019,850,1,A,A,C,Y,F,A,F,E,2004,TOYOTA,D,H,A,H,A,-118.4751663,34.41021347,33,0,GL,F,1,0
8962132,1,2,2019,850,1,A,A,C,Y,F,A,F,E,2004,TOYOTA,D,H,A,H,A,-118.4751663,34.41021347,0,0,LQ,F,4,0
90424624,3,1,2017,1740,7,A,A,C,N,M,A,N,A,2000,NISS,D,W,A,H,A,-118.0025098,34.13556149,36,0,GM,M,1,0
90523572,2,1,2017,1225,6,A,A,C,N,M,A,L,H,2009,FORD,D,W,A,H,A,-118.5083487,34.33601299,71,0,GM,M,3,0
90696212,1,1,2018,1103,4,A,A,D,Y,F,A,N,K,2005,CHEV,D,W,B,H,A,-118.1708908,34.4759407,73,0,GL,F,1,0
90725281,2,1,2018,1340,5,B,A,C,N,M,G,N,H,2014,NISSAN,D,H,A,H,A,-118.2796936,33.93582153,51,0,GM,M,1,0
91018779,2,1,2019,2324,2,A,A,C,N,M,A,N,B,1998,CHEV,D,H,A,H,C,-118.2848282,33.88027954,53,0,GM,M,1,0
91132182,2,1,2019,2122,4,A,A,D,N,F,A,N,B,2006,TOYOT,D,H,B,H,C,-118.1545868,34.02219009,18,0,GM,F,3,0
8347040,1,1,2017,1902,1,A,A,G,Y,M,A,N,B,2004,CHEVROLET,D,H,A,H,B,-118.2239103,33.96461863,35,0,GM,F,3,0
8409549,1,1,2017,1515,2,A,A,D,Y,M,A,N,L,2016,FORD,D,W,A,H,A,-118.1339764,34.58473598,26,0,GL,F,1,0
8409549,1,2,2017,1515,2,A,A,D,Y,M,A,N,L,2016,FORD,D,W,A,H,A,-118.1339764,34.58473598,13,0,GL,F,4,0
8409549,1,3,2017,1515,2,A,A,D,Y,M,A,N,L,2016,FORD,D,W,A,H,A,-118.1339764,34.58473598,1,0,PQ,M,6,0
8478019,2,1,2017,1330,6,A,A,D,N,M,A,N,E,2004,CHEVROLET,D,H,A,H,A,-118.4902947,34.16528945,34,0,GM,M,1,0
8478019,2,2,2017,1330,6,A,A,D,N,M,A,N,E,2004,CHEVROLET,D,H,A,H,A,-118.4902947,34.16528945,48,0,GM,M,3,0
8638870,1,1,2018,815,5,A,A,D,Y,M,A,N,E,1995,NISSAN,D,O,A,H,A,-118.5327911,34.43751907,72,0,GL,M,1,0
8804779,2,1,2019,1400,1,A,A,D,N,M,A,N,B,1986,CHEVROLET,D,W,A,H,A,-118.5884171,34.19379044,68,0,GM,M,1,0
8818118,2,1,2019,454,6,C,A,A,N,M,A,N,B,2006,CHEVROLET,D,H,B,H,C,-118.2014389,33.95375061,51,0,GL,M,1,0
8930521,2,1,2019,1656,1,A,A,A,N,M,A,N,B,1997,FORD,D,H,A,H,A,-117.9910736,34.11304092,21,0,GL,M,1,0
8930521,2,2,2019,1656,1,A,A,A,N,M,A,N,B,1997,FORD,D,H,A,H,A,-117.9910736,34.11304092,998,0,GL,M,2,0
90686722,1,1,2018,1045,6,C,A,C,N,M,A,N,A,2018,CHEV,D,H,B,H,A,-118.4813843,34.16521835,51,0,GM,M,1,0
90690698,2,1,2018,1130,1,A,A,D,N,M,A,N,B,2017,CHEV,D,O,A,H,A,-118.1172104,34.18587875,44,0,GL,M,1,0
90834800,1,1,2018,2052,7,A,A,C,N,M,A,A,B,1999,TOYOTA,D,A,A,H,C,-118.1699448,34.04297638,59,0,GP,M,1,0
90834800,1,2,2018,2052,7,A,A,C,N,M,A,A,B,1999,TOYOTA,D,A,A,H,C,-118.1699448,34.04297638,47,0,GP,F,3,0
90912654,2,1,2019,1805,1,A,A,C,N,M,A,N,A,2000,DODGE,D,H,A,H,B,-118.4012604,34.28230286,34,0,GM,M,1,0
90939206,2,1,2019,1600,4,A,A,B,N,M,A,N,B,2016,CHEV,D,H,A,H,A,-118.3952408,34.17978287,39,0,GM,M,1,0
90939206,2,2,2019,1600,4,A,A,B,N,M,A,N,B,2016,CHEV,D,H,A,H,A,-118.3952408,34.17978287,36,0,GM,M,3,0
91114494,2,1,2019,635,5,A,A,C,N,M,A,N,A,2016,CHEV,D,H,A,H,B,-118.2858276,33.89366913,32,0,GM,M,1,0
8414940,1,1,2018,835,5,A,A,C,Y,F,A,N,B,2001,DODGE,D,W,A,H,A,-118.147635,34.601792,60,0,GM,F,1,0
8545395,2,1,2018,1444,4,A,A,D,N,M,A,N,B,1989,CHEVROLET,D,W,A,H,A,-117.8638687,34.12509155,41,0,GM,M,1,0
8728217,1,1,2018,730,1,A,A,D,Y,F,A,N,F,2002,NISSAN,D,H,A,H,A,-118.4399796,34.19696426,37,0,GL,F,1,0
8728217,1,2,2018,730,1,A,A,D,Y,F,A,N,F,2002,NISSAN,D,H,A,H,A,-118.4399796,34.19696426,10,0,GM,M,5,0
8728217,1,3,2018,730,1,A,A,D,Y,F,A,N,F,2002,NISSAN,D,H,A,H,A,-118.4399796,34.19696426,5,0,GM,F,6,0
9005724,2,1,2019,2120,2,A,A,D,N,F,A,N,B,2002,FORD,D,W,A,H,C,-118.5309601,34.38095093,42,0,GM,F,1,0
9005724,2,2,2019,2120,2,A,A,D,N,F,A,N,B,2002,FORD,D,W,A,H,C,-118.5309601,34.38095093,42,0,GM,F,3,0
90490245,1,1,2017,1855,7,A,A,E,Y,F,A,N,R,2008,CHEV,D,H,A,H,A,-118.4381604,34.41841564,65,0,GL,M,3,0
